food_id,gx,gy,x,y,value,size,fruit_index,hex_id_le,hex_x_le,hex_y_le,binary_packet_hex
4306,5,43,1620,13115.3,8,77,12,D2 10 00 00,00 80 CA 44,33 ED 4C 46,D2 10 00 00 05 00 2B 00 00 80 CA 44 33 ED 4C 46
4307,6,43,2046.5,12944.9,8,77,9,D3 10 00 00,00 D0 FF 44,9A 43 4A 46,D3 10 00 00 06 00 2B 00 00 D0 FF 44 9A 43 4A 46
4308,7,43,2238.4,13079.4,5,62,12,D4 10 00 00,66 E6 0B 45,9A 5D 4C 46,D4 10 00 00 07 00 2B 00 66 E6 0B 45 9A 5D 4C 46
4309,8,43,2642.5,13043.9,8,77,9,D5 10 00 00,00 28 25 45,9A CF 4B 46,D5 10 00 00 08 00 2B 00 00 28 25 45 9A CF 4B 46
4310,9,43,2921.6,13083.8,8,77,6,D6 10 00 00,9A 99 36 45,33 6F 4C 46,D6 10 00 00 09 00 2B 00 9A 99 36 45 33 6F 4C 46
4311,10,43,3214.5,12965.7,6,67,5,D7 10 00 00,00 E8 48 45,CD 96 4A 46,D7 10 00 00 0A 00 2B 00 00 E8 48 45 CD 96 4A 46
4312,11,43,3344.4,13020,7,72,8,D8 10 00 00,66 06 51 45,00 70 4B 46,D8 10 00 00 0B 00 2B 00 66 06 51 45 00 70 4B 46
4313,12,43,3763.5,12946.5,5,62,0,D9 10 00 00,00 38 6B 45,00 4A 4A 46,D9 10 00 00 0C 00 2B 00 00 38 6B 45 00 4A 4A 46
4314,13,43,4015.1,13102.3,10,87,0,DA 10 00 00,9A F1 7A 45,33 B9 4C 46,DA 10 00 00 0D 00 2B 00 9A F1 7A 45 33 B9 4C 46
4315,14,43,4424.2,13058.8,6,67,0,DB 10 00 00,9A 41 8A 45,33 0B 4C 46,DB 10 00 00 0E 00 2B 00 9A 41 8A 45 33 0B 4C 46
4316,15,43,4691.8,13134.6,8,77,9,DC 10 00 00,66 9E 92 45,66 3A 4D 46,DC 10 00 00 0F 00 2B 00 66 9E 92 45 66 3A 4D 46
4317,16,43,4881.6,13083.1,7,72,9,DD 10 00 00,CD 8C 98 45,66 6C 4C 46,DD 10 00 00 10 00 2B 00 CD 8C 98 45 66 6C 4C 46
4318,17,43,5310.3,13098.7,5,62,4,DE 10 00 00,66 F2 A5 45,CD AA 4C 46,DE 10 00 00 11 00 2B 00 66 F2 A5 45 CD AA 4C 46
4319,18,43,5587.9,12944.6,10,87,8,DF 10 00 00,33 9F AE 45,66 42 4A 46,DF 10 00 00 12 00 2B 00 33 9F AE 45 66 42 4A 46
4320,19,43,5763.2,13007.1,5,62,12,E0 10 00 00,9A 19 B4 45,66 3C 4B 46,E0 10 00 00 13 00 2B 00 9A 19 B4 45 66 3C 4B 46
4321,20,43,6245.5,12984.9,6,67,9,E1 10 00 00,00 2C C3 45,9A E3 4A 46,E1 10 00 00 14 00 2B 00 00 2C C3 45 9A E3 4A 46
4322,21,43,6346.2,13017,10,87,12,E2 10 00 00,9A 51 C6 45,00 64 4B 46,E2 10 00 00 15 00 2B 00 9A 51 C6 45 00 64 4B 46
4323,22,43,6809.7,12965.7,7,72,11,E3 10 00 00,9A CD D4 45,CD 96 4A 46,E3 10 00 00 16 00 2B 00 9A CD D4 45 CD 96 4A 46
4324,23,43,7112.8,13031.7,10,87,5,E4 10 00 00,66 46 DE 45,CD 9E 4B 46,E4 10 00 00 17 00 2B 00 66 46 DE 45 CD 9E 4B 46
4325,24,43,7337.3,13077.4,10,87,6,E5 10 00 00,66 4A E5 45,9A 55 4C 46,E5 10 00 00 18 00 2B 00 66 4A E5 45 9A 55 4C 46
4326,25,43,7642.3,13114.4,7,72,4,E6 10 00 00,66 D2 EE 45,9A E9 4C 46,E6 10 00 00 19 00 2B 00 66 D2 EE 45 9A E9 4C 46
4327,26,43,8048.4,13044.9,7,72,0,E7 10 00 00,33 83 FB 45,9A D3 4B 46,E7 10 00 00 1A 00 2B 00 33 83 FB 45 9A D3 4B 46
4328,27,43,8150.3,13096,7,72,10,E8 10 00 00,66 B2 FE 45,00 A0 4C 46,E8 10 00 00 1B 00 2B 00 66 B2 FE 45 00 A0 4C 46
4329,28,43,8611.8,13155.7,10,87,10,E9 10 00 00,33 8F 06 46,CD 8E 4D 46,E9 10 00 00 1C 00 2B 00 33 8F 06 46 CD 8E 4D 46
4330,29,43,8933.7,12986.8,10,87,7,EA 10 00 00,CD 96 0B 46,33 EB 4A 46,EA 10 00 00 1D 00 2B 00 CD 96 0B 46 33 EB 4A 46
4331,30,43,9119,13064.3,8,77,11,EB 10 00 00,00 7C 0E 46,33 21 4C 46,EB 10 00 00 1E 00 2B 00 00 7C 0E 46 33 21 4C 46
4332,31,43,9382,13115.1,6,67,9,EC 10 00 00,00 98 12 46,66 EC 4C 46,EC 10 00 00 1F 00 2B 00 00 98 12 46 66 EC 4C 46
4333,32,43,9763.5,13154.5,9,82,12,ED 10 00 00,00 8E 18 46,00 8A 4D 46,ED 10 00 00 20 00 2B 00 00 8E 18 46 00 8A 4D 46
4334,33,43,10111.1,13022.7,5,62,8,EE 10 00 00,66 FC 1D 46,CD 7A 4B 46,EE 10 00 00 21 00 2B 00 66 FC 1D 46 CD 7A 4B 46
4335,34,43,10257.2,13062,7,72,1,EF 10 00 00,CD 44 20 46,00 18 4C 46,EF 10 00 00 22 00 2B 00 CD 44 20 46 00 18 4C 46
4336,35,43,10650.4,13075.5,5,62,9,F0 10 00 00,9A 69 26 46,00 4E 4C 46,F0 10 00 00 23 00 2B 00 9A 69 26 46 00 4E 4C 46
4337,36,43,11017.5,13012.8,10,87,9,F1 10 00 00,00 26 2C 46,33 53 4B 46,F1 10 00 00 24 00 2B 00 00 26 2C 46 33 53 4B 46
4338,37,43,11174.2,13087.1,7,72,12,F2 10 00 00,CD 98 2E 46,66 7C 4C 46,F2 10 00 00 25 00 2B 00 CD 98 2E 46 66 7C 4C 46
4339,38,43,11470.3,13141.1,10,87,4,F3 10 00 00,33 39 33 46,66 54 4D 46,F3 10 00 00 26 00 2B 00 33 39 33 46 66 54 4D 46
4340,39,43,11809,13073.3,10,87,6,F4 10 00 00,00 84 38 46,33 45 4C 46,F4 10 00 00 27 00 2B 00 00 84 38 46 33 45 4C 46
4341,40,43,12173.5,13150.6,8,77,4,F5 10 00 00,00 36 3E 46,66 7A 4D 46,F5 10 00 00 28 00 2B 00 00 36 3E 46 66 7A 4D 46
4342,41,43,12404.2,13099.2,8,77,1,F6 10 00 00,CD D0 41 46,CD AC 4C 46,F6 10 00 00 29 00 2B 00 CD D0 41 46 CD AC 4C 46
4343,42,43,12746.4,13145.4,9,82,5,F7 10 00 00,9A 29 47 46,9A 65 4D 46,F7 10 00 00 2A 00 2B 00 9A 29 47 46 9A 65 4D 46
4344,43,43,13064.9,12991.5,8,77,1,F8 10 00 00,9A 23 4C 46,00 FE 4A 46,F8 10 00 00 2B 00 2B 00 9A 23 4C 46 00 FE 4A 46
4345,44,43,13356.4,12968.5,5,62,11,F9 10 00 00,9A B1 50 46,00 A2 4A 46,F9 10 00 00 2C 00 2B 00 9A B1 50 46 00 A2 4A 46
4346,45,43,13546.8,12993,8,77,10,FA 10 00 00,33 AB 53 46,00 04 4B 46,FA 10 00 00 2D 00 2B 00 33 AB 53 46 00 04 4B 46
4347,46,43,13912,13043.3,10,87,6,FB 10 00 00,00 60 59 46,33 CD 4B 46,FB 10 00 00 2E 00 2B 00 00 60 59 46 33 CD 4B 46
4348,47,43,14339.6,12987.9,9,82,11,FC 10 00 00,66 0E 60 46,9A EF 4A 46,FC 10 00 00 2F 00 2B 00 66 0E 60 46 9A EF 4A 46
4349,48,43,14523.7,12952.3,6,67,8,FD 10 00 00,CD EE 62 46,33 61 4A 46,FD 10 00 00 30 00 2B 00 CD EE 62 46 33 61 4A 46
4350,49,43,14935.6,13086.8,10,87,11,FE 10 00 00,66 5E 69 46,33 7B 4C 46,FE 10 00 00 31 00 2B 00 66 5E 69 46 33 7B 4C 46
4351,50,43,15141.3,13063.4,7,72,3,FF 10 00 00,33 95 6C 46,9A 1D 4C 46,FF 10 00 00 32 00 2B 00 33 95 6C 46 9A 1D 4C 46
4352,51,43,15495.7,13125.7,8,77,6,00 11 00 00,CD 1E 72 46,CD 16 4D 46,00 11 00 00 33 00 2B 00 CD 1E 72 46 CD 16 4D 46
4353,52,43,15726.4,13074.3,7,72,7,01 11 00 00,9A B9 75 46,33 49 4C 46,01 11 00 00 34 00 2B 00 9A B9 75 46 33 49 4C 46
4354,53,43,15947.3,13106,8,77,10,02 11 00 00,33 2D 79 46,00 C8 4C 46,02 11 00 00 35 00 2B 00 33 2D 79 46 00 C8 4C 46
4355,54,43,16310.2,13157.3,8,77,4,03 11 00 00,CD D8 7E 46,33 95 4D 46,03 11 00 00 36 00 2B 00 CD D8 7E 46 33 95 4D 46
4356,55,43,16616.5,13079.3,10,87,10,04 11 00 00,00 D1 81 46,33 5D 4C 46,04 11 00 00 37 00 2B 00 00 D1 81 46 33 5D 4C 46
4357,56,43,16892.5,13035.2,8,77,5,05 11 00 00,00 F9 83 46,CD AC 4B 46,05 11 00 00 38 00 2B 00 00 F9 83 46 CD AC 4B 46
4358,57,43,17276.3,13073.6,7,72,6,06 11 00 00,9A F8 86 46,66 46 4C 46,06 11 00 00 39 00 2B 00 9A F8 86 46 66 46 4C 46
4359,58,43,17564.1,13015.5,8,77,1,07 11 00 00,33 38 89 46,00 5E 4B 46,07 11 00 00 3A 00 2B 00 33 38 89 46 00 5E 4B 46
4360,59,43,17811,12953.3,10,87,10,08 11 00 00,00 26 8B 46,33 65 4A 46,08 11 00 00 3B 00 2B 00 00 26 8B 46 33 65 4A 46
4361,60,43,18063,13055.1,9,82,3,09 11 00 00,00 1E 8D 46,66 FC 4B 46,09 11 00 00 3C 00 2B 00 00 1E 8D 46 66 FC 4B 46
4362,61,43,18505.7,13093.7,10,87,3,0A 11 00 00,66 93 90 46,CD 96 4C 46,0A 11 00 00 3D 00 2B 00 66 93 90 46 CD 96 4C 46
4363,62,43,18780.8,12940.6,7,72,5,0B 11 00 00,9A B9 92 46,66 32 4A 46,0B 11 00 00 3E 00 2B 00 9A B9 92 46 66 32 4A 46
4364,63,43,18969.4,13090.1,10,87,7,0C 11 00 00,CD 32 94 46,66 88 4C 46,0C 11 00 00 3F 00 2B 00 CD 32 94 46 66 88 4C 46
4365,64,43,19364.6,13023.5,8,77,10,0D 11 00 00,33 49 97 46,00 7E 4B 46,0D 11 00 00 40 00 2B 00 33 49 97 46 00 7E 4B 46
4366,65,43,19718.8,12952.8,6,67,6,0E 11 00 00,9A 0D 9A 46,33 63 4A 46,0E 11 00 00 41 00 2B 00 9A 0D 9A 46 33 63 4A 46
4367,66,43,19962.3,13121.5,9,82,5,0F 11 00 00,9A F4 9B 46,00 06 4D 46,0F 11 00 00 42 00 2B 00 9A F4 9B 46 00 06 4D 46
4368,67,43,20249.1,12945.4,7,72,5,10 11 00 00,33 32 9E 46,9A 45 4A 46,10 11 00 00 43 00 2B 00 33 32 9E 46 9A 45 4A 46
4369,68,43,20500.8,13101.2,6,67,9,11 11 00 00,9A 29 A0 46,CD B4 4C 46,11 11 00 00 44 00 2B 00 9A 29 A0 46 CD B4 4C 46
4370,69,43,20761.4,13153,8,77,5,12 11 00 00,CD 32 A2 46,00 84 4D 46,12 11 00 00 45 00 2B 00 CD 32 A2 46 00 84 4D 46
4371,70,43,21243.8,13039.9,6,67,12,13 11 00 00,9A F7 A5 46,9A BF 4B 46,13 11 00 00 46 00 2B 00 9A F7 A5 46 9A BF 4B 46
4372,71,43,21480.2,12972.6,8,77,12,14 11 00 00,66 D0 A7 46,66 B2 4A 46,14 11 00 00 47 00 2B 00 66 D0 A7 46 66 B2 4A 46
4373,72,43,21642.3,13004,9,82,7,15 11 00 00,9A 14 A9 46,00 30 4B 46,15 11 00 00 48 00 2B 00 9A 14 A9 46 00 30 4B 46
4374,73,43,21981.8,13121.1,6,67,10,16 11 00 00,9A BB AB 46,66 04 4D 46,16 11 00 00 49 00 2B 00 9A BB AB 46 66 04 4D 46
4375,74,43,22291.6,13065.2,9,82,0,17 11 00 00,33 27 AE 46,CD 24 4C 46,17 11 00 00 4A 00 2B 00 33 27 AE 46 CD 24 4C 46
4376,75,43,22731.1,12983.8,9,82,1,18 11 00 00,33 96 B1 46,33 DF 4A 46,18 11 00 00 4B 00 2B 00 33 96 B1 46 33 DF 4A 46
4377,76,43,22964.1,13118.5,6,67,9,19 11 00 00,33 68 B3 46,00 FA 4C 46,19 11 00 00 4C 00 2B 00 33 68 B3 46 00 FA 4C 46
4378,77,43,23295.4,12964.7,9,82,11,1A 11 00 00,CD FE B5 46,CD 92 4A 46,1A 11 00 00 4D 00 2B 00 CD FE B5 46 CD 92 4A 46
4379,78,43,23617.1,13018.8,10,87,2,1B 11 00 00,33 82 B8 46,33 6B 4B 46,1B 11 00 00 4E 00 2B 00 33 82 B8 46 33 6B 4B 46
4380,79,43,23823,13076.3,6,67,11,1C 11 00 00,00 1E BA 46,33 51 4C 46,1C 11 00 00 4F 00 2B 00 00 1E BA 46 33 51 4C 46
4381,80,43,24054.7,13059,6,67,3,1D 11 00 00,66 ED BB 46,00 0C 4C 46,1D 11 00 00 50 00 2B 00 66 ED BB 46 00 0C 4C 46
4382,81,43,24489.1,12985.6,6,67,6,1E 11 00 00,33 52 BF 46,66 E6 4A 46,1E 11 00 00 51 00 2B 00 33 52 BF 46 66 E6 4A 46
4383,82,43,24831.9,13023.8,5,62,2,1F 11 00 00,CD FF C1 46,33 7F 4B 46,1F 11 00 00 52 00 2B 00 CD FF C1 46 33 7F 4B 46
4384,83,43,25140.2,12993.9,8,77,7,20 11 00 00,66 68 C4 46,9A 07 4B 46,20 11 00 00 53 00 2B 00 66 68 C4 46 9A 07 4B 46
4385,84,43,25346.1,13151.4,9,82,6,21 11 00 00,33 04 C6 46,9A 7D 4D 46,21 11 00 00 54 00 2B 00 33 04 C6 46 9A 7D 4D 46
4386,85,43,25753.3,12967.9,10,87,6,22 11 00 00,9A 32 C9 46,9A 9F 4A 46,22 11 00 00 55 00 2B 00 9A 32 C9 46 9A 9F 4A 46
4387,86,43,26018.5,12984.8,6,67,7,23 11 00 00,00 45 CB 46,33 E3 4A 46,23 11 00 00 56 00 2B 00 00 45 CB 46 33 E3 4A 46
4388,87,43,26249.2,13153.4,6,67,4,24 11 00 00,66 12 CD 46,9A 85 4D 46,24 11 00 00 57 00 2B 00 66 12 CD 46 9A 85 4D 46
4389,88,43,26596.9,13021.7,8,77,4,25 11 00 00,CD C9 CF 46,CD 76 4B 46,25 11 00 00 58 00 2B 00 CD C9 CF 46 CD 76 4B 46
4390,89,43,26742.9,13061,10,87,1,26 11 00 00,CD ED D0 46,00 14 4C 46,26 11 00 00 59 00 2B 00 CD ED D0 46 00 14 4C 46
4391,90,43,27178.8,13133.6,9,82,10,27 11 00 00,9A 55 D4 46,66 36 4D 46,27 11 00 00 5A 00 2B 00 9A 55 D4 46 66 36 4D 46
4392,91,43,27543.4,13071.9,6,67,4,28 11 00 00,CD 2E D7 46,9A 3F 4C 46,28 11 00 00 5B 00 2B 00 CD 2E D7 46 9A 3F 4C 46
4393,92,43,27774.2,13020.6,5,62,5,29 11 00 00,66 FC D8 46,66 72 4B 46,29 11 00 00 5C 00 2B 00 66 FC D8 46 66 72 4B 46
4394,93,43,28133.3,13080.8,10,87,12,2A 11 00 00,9A CA DB 46,33 63 4C 46,2A 11 00 00 5D 00 2B 00 9A CA DB 46 33 63 4C 46
4395,94,43,28337.4,13131.4,8,77,7,2B 11 00 00,CD 62 DD 46,9A 2D 4D 46,2B 11 00 00 5E 00 2B 00 CD 62 DD 46 9A 2D 4D 46
4396,95,43,28659.2,13149.5,10,87,9,2C 11 00 00,66 E6 DF 46,00 76 4D 46,2C 11 00 00 5F 00 2B 00 66 E6 DF 46 00 76 4D 46
4397,96,43,29022.1,12980.8,10,87,11,2D 11 00 00,33 BC E2 46,33 D3 4A 46,2D 11 00 00 60 00 2B 00 33 BC E2 46 33 D3 4A 46
4398,97,43,29319.9,13041.8,5,62,4,2E 11 00 00,CD 0F E5 46,33 C7 4B 46,2E 11 00 00 61 00 2B 00 CD 0F E5 46 33 C7 4B 46
4399,98,43,29550.6,12990.5,10,87,10,2F 11 00 00,33 DD E6 46,00 FA 4A 46,2F 11 00 00 62 00 2B 00 33 DD E6 46 00 FA 4A 46
4400,99,43,29800,13022.6,5,62,6,30 11 00 00,00 D0 E8 46,66 7A 4B 46,30 11 00 00 63 00 2B 00 00 D0 E8 46 66 7A 4B 46
4401,0,44,200,13271.6,9,82,8,31 11 00 00,00 00 48 43,66 5E 4F 46,31 11 00 00 00 00 2C 00 00 00 48 43 66 5E 4F 46
4402,1,44,462.3,13405.5,7,72,12,32 11 00 00,66 26 E7 43,00 76 51 46,32 11 00 00 01 00 2C 00 66 26 E7 43 00 76 51 46
4403,2,44,740.5,13415.4,5,62,0,33 11 00 00,00 20 39 44,9A 9D 51 46,33 11 00 00 02 00 2C 00 00 20 39 44 9A 9D 51 46
4404,3,44,1096.8,13253.7,5,62,1,34 11 00 00,9A 19 89 44,CD 16 4F 46,34 11 00 00 03 00 2C 00 9A 19 89 44 CD 16 4F 46
4405,4,44,1325.9,13280.3,5,62,4,35 11 00 00,CD BC A5 44,33 81 4F 46,35 11 00 00 04 00 2C 00 CD BC A5 44 33 81 4F 46
4406,5,44,1578.5,13426.1,10,87,11,36 11 00 00,00 50 C5 44,66 C8 51 46,36 11 00 00 05 00 2C 00 00 50 C5 44 66 C8 51 46
4407,6,44,1959.6,13275.5,7,72,1,37 11 00 00,33 F3 F4 44,00 6E 4F 46,37 11 00 00 06 00 2C 00 33 F3 F4 44 00 6E 4F 46
4408,7,44,2300.8,13391.7,7,72,12,38 11 00 00,CD CC 0F 45,CD 3E 51 46,38 11 00 00 07 00 2C 00 CD CC 0F 45 CD 3E 51 46
4409,8,44,2450.3,13312,5,62,0,39 11 00 00,CD 24 19 45,00 00 50 46,39 11 00 00 08 00 2C 00 CD 24 19 45 00 00 50 46
4410,9,44,2740.5,13429,10,87,7,3A 11 00 00,00 48 2B 45,00 D4 51 46,3A 11 00 00 09 00 2C 00 00 48 2B 45 00 D4 51 46
4411,10,44,3150,13248.5,7,72,4,3B 11 00 00,00 E0 44 45,00 02 4F 46,3B 11 00 00 0A 00 2C 00 00 E0 44 45 00 02 4F 46
4412,11,44,3455.1,13322.5,7,72,8,3C 11 00 00,9A F1 57 45,00 2A 50 46,3C 11 00 00 0B 00 2C 00 9A F1 57 45 00 2A 50 46
4413,12,44,3803.5,13450.7,8,77,12,3D 11 00 00,00 B8 6D 45,CD 2A 52 46,3D 11 00 00 0C 00 2C 00 00 B8 6D 45 CD 2A 52 46
4414,13,44,3946.3,13390,5,62,8,3E 11 00 00,CD A4 76 45,00 38 51 46,3E 11 00 00 0D 00 2C 00 CD A4 76 45 00 38 51 46
4415,14,44,4437.9,13298.8,7,72,1,3F 11 00 00,33 AF 8A 45,33 CB 4F 46,3F 11 00 00 0E 00 2C 00 33 AF 8A 45 33 CB 4F 46
4416,15,44,4573.4,13276.1,9,82,4,40 11 00 00,33 EB 8E 45,66 70 4F 46,40 11 00 00 0F 00 2C 00 33 EB 8E 45 66 70 4F 46
4417,16,44,4904.3,13415.2,8,77,6,41 11 00 00,66 42 99 45,CD 9C 51 46,41 11 00 00 10 00 2C 00 66 42 99 45 CD 9C 51 46
4418,17,44,5150,13414,10,87,4,42 11 00 00,00 F0 A0 45,00 98 51 46,42 11 00 00 11 00 2C 00 00 F0 A0 45 00 98 51 46
4419,18,44,5538.8,13263.4,6,67,8,43 11 00 00,66 16 AD 45,9A 3D 4F 46,43 11 00 00 12 00 2C 00 66 16 AD 45 9A 3D 4F 46
4420,19,44,5786.4,13278.2,10,87,4,44 11 00 00,33 D3 B4 45,CD 78 4F 46,44 11 00 00 13 00 2C 00 33 D3 B4 45 CD 78 4F 46
4421,20,44,6104,13318.2,6,67,4,45 11 00 00,00 C0 BE 45,CD 18 50 46,45 11 00 00 14 00 2C 00 00 C0 BE 45 CD 18 50 46
4422,21,44,6420.1,13273.3,6,67,9,46 11 00 00,CD A0 C8 45,33 65 4F 46,46 11 00 00 15 00 2C 00 CD A0 C8 45 33 65 4F 46
4423,22,44,6782,13294.6,5,62,0,47 11 00 00,00 F0 D3 45,66 BA 4F 46,47 11 00 00 16 00 2C 00 00 F0 D3 45 66 BA 4F 46
4424,23,44,7050.6,13316.5,9,82,7,48 11 00 00,CD 54 DC 45,00 12 50 46,48 11 00 00 17 00 2C 00 CD 54 DC 45 00 12 50 46
4425,24,44,7347.4,13314.4,6,67,4,49 11 00 00,33 9B E5 45,9A 09 50 46,49 11 00 00 18 00 2C 00 33 9B E5 45 9A 09 50 46
4426,25,44,7750.4,13252.9,5,62,6,4A 11 00 00,33 33 F2 45,9A 13 4F 46,4A 11 00 00 19 00 2C 00 33 33 F2 45 9A 13 4F 46
4427,26,44,7932,13326.4,9,82,8,4B 11 00 00,00 E0 F7 45,9A 39 50 46,4B 11 00 00 1A 00 2C 00 00 E0 F7 45 9A 39 50 46
4428,27,44,8254.6,13454.5,6,67,5,4C 11 00 00,66 FA 00 46,00 3A 52 46,4C 11 00 00 1B 00 2C 00 66 FA 00 46 00 3A 52 46
4429,28,44,8500.4,13453.2,7,72,11,4D 11 00 00,9A D1 04 46,CD 34 52 46,4D 11 00 00 1C 00 2C 00 9A D1 04 46 CD 34 52 46
4430,29,44,8889.2,13302.6,10,87,2,4E 11 00 00,CD E4 0A 46,66 DA 4F 46,4E 11 00 00 1D 00 2C 00 CD E4 0A 46 66 DA 4F 46
4431,30,44,9048.2,13347,6,67,7,4F 11 00 00,CD 60 0D 46,00 8C 50 46,4F 11 00 00 1E 00 2C 00 CD 60 0D 46 00 8C 50 46
4432,31,44,9462.5,13368.5,7,72,0,50 11 00 00,00 DA 13 46,00 E2 50 46,50 11 00 00 1F 00 2C 00 00 DA 13 46 00 E2 50 46
4433,32,44,9844.8,13264.9,7,72,7,51 11 00 00,33 D3 19 46,9A 43 4F 46,51 11 00 00 20 00 2C 00 33 D3 19 46 9A 43 4F 46
4434,33,44,9977.4,13292.1,10,87,4,52 11 00 00,9A E5 1B 46,66 B0 4F 46,52 11 00 00 21 00 2C 00 9A E5 1B 46 66 B0 4F 46
4435,34,44,10410.3,13349.7,9,82,8,53 11 00 00,33 A9 22 46,CD 96 50 46,53 11 00 00 22 00 2C 00 33 A9 22 46 CD 96 50 46
4436,35,44,10599.8,13389.2,6,67,5,54 11 00 00,33 9F 25 46,CD 34 51 46,54 11 00 00 23 00 2C 00 33 9F 25 46 CD 34 51 46
4437,36,44,11044,13344.9,5,62,0,55 11 00 00,00 90 2C 46,9A 83 50 46,55 11 00 00 24 00 2C 00 00 90 2C 46 9A 83 50 46
4438,37,44,11273.1,13371.6,5,62,8,56 11 00 00,66 24 30 46,66 EE 50 46,56 11 00 00 25 00 2C 00 66 24 30 46 66 EE 50 46
4439,38,44,11614.3,13267.7,5,62,6,57 11 00 00,33 79 35 46,CD 4E 4F 46,57 11 00 00 26 00 2C 00 33 79 35 46 CD 4E 4F 46
4440,39,44,11761.8,13392,6,67,1,58 11 00 00,33 C7 37 46,00 40 51 46,58 11 00 00 27 00 2C 00 33 C7 37 46 00 40 51 46
4441,40,44,12099.9,13436.2,8,77,0,59 11 00 00,9A 0F 3D 46,CD F0 51 46,59 11 00 00 28 00 2C 00 9A 0F 3D 46 CD F0 51 46
4442,41,44,12397.5,13403.2,5,62,4,5A 11 00 00,00 B6 41 46,CD 6C 51 46,5A 11 00 00 29 00 2C 00 00 B6 41 46 CD 6C 51 46
4443,42,44,12822.2,13401.8,6,67,1,5B 11 00 00,CD 58 48 46,33 67 51 46,5B 11 00 00 2A 00 2C 00 CD 58 48 46 33 67 51 46
4444,43,44,12966.5,13310.1,5,62,11,5C 11 00 00,00 9A 4A 46,66 F8 4F 46,5C 11 00 00 2B 00 2C 00 00 9A 4A 46 66 F8 4F 46
4445,44,44,13370.3,13425.5,8,77,3,5D 11 00 00,33 E9 50 46,00 C6 51 46,5D 11 00 00 2C 00 2C 00 33 E9 50 46 00 C6 51 46
4446,45,44,13648.5,13351.4,5,62,9,5E 11 00 00,00 42 55 46,9A 9D 50 46,5E 11 00 00 2D 00 2C 00 00 42 55 46 9A 9D 50 46
4447,46,44,13934.9,13372.4,6,67,7,5F 11 00 00,9A BB 59 46,9A F1 50 46,5F 11 00 00 2E 00 2C 00 9A BB 59 46 9A F1 50 46
4448,47,44,14225.1,13269.3,5,62,1,60 11 00 00,66 44 5E 46,33 55 4F 46,60 11 00 00 2F 00 2C 00 66 44 5E 46 33 55 4F 46
4449,48,44,14454.2,13296,6,67,4,61 11 00 00,CD D8 61 46,00 C0 4F 46,61 11 00 00 30 00 2C 00 CD D8 61 46 00 C0 4F 46
4450,49,44,14861.5,13353.5,6,67,9,62 11 00 00,00 36 68 46,00 A6 50 46,62 11 00 00 31 00 2C 00 00 36 68 46 00 A6 50 46
4451,50,44,15220,13393.8,8,77,2,63 11 00 00,00 D0 6D 46,33 47 51 46,63 11 00 00 32 00 2C 00 00 D0 6D 46 33 47 51 46
4452,51,44,15426.7,13408.3,6,67,10,64 11 00 00,CD 0A 71 46,33 81 51 46,64 11 00 00 33 00 2C 00 CD 0A 71 46 33 81 51 46
4453,52,44,15724.3,13375.3,8,77,9,65 11 00 00,33 B1 75 46,33 FD 50 46,65 11 00 00 34 00 2C 00 33 B1 75 46 33 FD 50 46
4454,53,44,16149.1,13373.9,10,87,6,66 11 00 00,66 54 7C 46,9A F7 50 46,66 11 00 00 35 00 2C 00 66 54 7C 46 9A F7 50 46
4455,54,44,16433.7,13395.8,6,67,1,67 11 00 00,66 63 80 46,33 4F 51 46,67 11 00 00 36 00 2C 00 66 63 80 46 33 4F 51 46
4456,55,44,16715.6,13440.7,8,77,9,68 11 00 00,33 97 82 46,CD 02 52 46,68 11 00 00 37 00 2C 00 33 97 82 46 CD 02 52 46
4457,56,44,16843.9,13349,9,82,0,69 11 00 00,CD 97 83 46,00 94 50 46,69 11 00 00 38 00 2C 00 CD 97 83 46 00 94 50 46
4458,57,44,17294.6,13405.7,6,67,8,6A 11 00 00,33 1D 87 46,CD 76 51 46,6A 11 00 00 39 00 2C 00 33 1D 87 46 CD 76 51 46
4459,58,44,17566.2,13314.5,7,72,1,6B 11 00 00,66 3C 89 46,00 0A 50 46,6B 11 00 00 3A 00 2C 00 66 3C 89 46 00 0A 50 46
4460,59,44,17879.9,13270.6,5,62,4,6C 11 00 00,CD AF 8B 46,66 5A 4F 46,6C 11 00 00 3B 00 2C 00 CD AF 8B 46 66 5A 4F 46
4461,60,44,18248.6,13309.9,8,77,8,6D 11 00 00,33 91 8E 46,9A F7 4F 46,6D 11 00 00 3C 00 2C 00 33 91 8E 46 9A F7 4F 46
4462,61,44,18359.7,13427,8,77,3,6E 11 00 00,66 6F 8F 46,00 CC 51 46,6E 11 00 00 3D 00 2C 00 66 6F 8F 46 00 CC 51 46
4463,62,44,18776,13244.6,10,87,7,6F 11 00 00,00 B0 92 46,66 F2 4E 46,6F 11 00 00 3E 00 2C 00 00 B0 92 46 66 F2 4E 46
4464,63,44,19158.2,13360.9,5,62,6,70 11 00 00,66 AC 95 46,9A C3 50 46,70 11 00 00 3F 00 2C 00 66 AC 95 46 9A C3 50 46
4465,64,44,19410.5,13312.7,9,82,4,71 11 00 00,00 A5 97 46,CD 02 50 46,71 11 00 00 40 00 2C 00 00 A5 97 46 CD 02 50 46
4466,65,44,19704.7,13458.7,9,82,11,72 11 00 00,66 F1 99 46,CD 4A 52 46,72 11 00 00 41 00 2C 00 66 F1 99 46 CD 4A 52 46
